Lineup #,SelScore,HitCount,Salary,ProjSum,MaxSimPts,Players,FD_IDs
68,1.7286,1,59600,295.92,536.03,Tyrese Maxey (PHI) | Caleb Love (POR) | Duncan Robinson (DET) | Stephon Castle (SAS) | Moses Moody (GSW) | Royce O'Neale (PHX) | Chet Holmgren (OKC) | Kevin Durant (HOU) | Paul Reed (DET),"125339-145331,125339-228180,125339-85137,125339-203723,125339-157802,125339-18338,125339-171759,125339-9646,125339-145329"
69,1.7284,1,59400,306.92,521.72,Daniss Jenkins (DET) | Dyson Daniels (ATL) | Payton Pritchard (BOS) | Nickeil Alexander-Walker (ATL) | Toumani Camara (POR) | Brandon Ingram (TOR) | Matas Buzelis (CHI) | Chet Holmgren (OKC) | Paul Reed (DET),"125339-203812,125339-171784,125339-145335,125339-110356,125339-188447,125339-66048,125339-203761,125339-171759,125339-145329"
70,1.726,1,59100,340.82,475.17,Luka Doncic (LAL) | Jordan Poole (NOP) | Nickeil Alexander-Walker (ATL) | Jaden Ivey (DET) | Jaylen Wells (MEM) | Duncan Robinson (DET) | Bilal Coulibaly (WAS) | Jalen Johnson (ATL) | Paul Reed (DET),"125339-84669,125339-110322,125339-110356,125339-171780,125339-203776,125339-85137,125339-188416,125339-157833,125339-145329"
71,1.7259,1,59900,305.51,520.4,Luka Doncic (LAL) | De'Aaron Fox (SAS) | Jordan Clarkson (NYK) | Jeremiah Fears (NOP) | Zaccharie Risacher (ATL) | Julian Champagnie (SAS) | Jalen Johnson (ATL) | Bobby Portis (MIL) | Brook Lopez (LAC),"125339-84669,125339-80810,125339-20640,125339-228131,125339-203767,125339-172098,125339-157833,125339-42156,125339-9621"
72,1.7255,1,59700,321.35,499.56,Daniss Jenkins (DET) | Jaden Ivey (DET) | Stephon Castle (SAS) | VJ Edgecombe (PHI) | Lauri Markkanen (UTA) | Justin Champagnie (WAS) | Alex Sarr (WAS) | Kevin Durant (HOU) | Paul Reed (DET),"125339-203812,125339-171780,125339-203723,125339-228133,125339-80812,125339-158855,125339-203764,125339-9646,125339-145329"
73,1.7253,1,60000,314.46,508.17,Stephen Curry (GSW) | James Harden (LAC) | Julian Champagnie (SAS) | Ajay Mitchell (OKC) | Aaron Wiggins (OKC) | Royce O'Neale (PHX) | Chet Holmgren (OKC) | Michael Porter Jr. (BKN) | Paul Reed (DET),"125339-9524,125339-9644,125339-172098,125339-203808,125339-157829,125339-18338,125339-171759,125339-84682,125339-145329"
74,1.7246,1,59400,303.6,521.13,Daniss Jenkins (DET) | James Harden (LAC) | Dylan Harper (SAS) | Caris LeVert (DET) | Kevin Durant (HOU) | Bilal Coulibaly (WAS) | Zion Williamson (NOP) | Derik Queen (NOP) | Isaiah Stewart (DET),"125339-203812,125339-9644,125339-228126,125339-23798,125339-9646,125339-188416,125339-110310,125339-228132,125339-145307"
75,1.7242,1,59100,316.87,503.63,Luka Doncic (LAL) | Dyson Daniels (ATL) | Ausar Thompson (DET) | Rayan Rupert (POR) | Julian Champagnie (SAS) | Jaylen Brown (BOS) | Sam Hauser (BOS) | Bilal Coulibaly (WAS) | Paul Reed (DET),"125339-84669,125339-171784,125339-188426,125339-188456,125339-172098,125339-67026,125339-158854,125339-188416,125339-145329"
76,1.7238,1,59300,295.16,531.0,Ajay Mitchell (OKC) | Jordan Clarkson (NYK) | Immanuel Quickley (TOR) | Terance Mann (BKN) | Peyton Watson (DEN) | Jalen Johnson (ATL) | Zion Williamson (NOP) | Kristaps Porzingis (ATL) | Nikola Vucevic (CHI),"125339-203808,125339-20640,125339-145348,125339-110315,125339-171761,125339-157833,125339-110310,125339-63122,125339-14514"
77,1.7237,1,59400,296.3,529.32,Tre Johnson (WAS) | Kevin Porter Jr. (MIL) | Marcus Smart (LAL) | Ausar Thompson (DET) | Deni Avdija (POR) | Jalen Johnson (ATL) | Isaiah Stewart (DET) | Zaccharie Risacher (ATL) | Brook Lopez (LAC),"125339-228118,125339-110345,125339-23670,125339-188426,125339-145539,125339-157833,125339-145307,125339-203767,125339-9621"
78,1.7227,1,59100,281.56,547.05,Collin Sexton (CHA) | Jalen Brunson (NYK) | Tim Hardaway Jr. (DEN) | Dylan Harper (SAS) | Jake LaRavia (LAL) | Jimmy Butler (GSW) | Derik Queen (NOP) | Karl-Anthony Towns (NYK) | Marvin Bagley III (WAS),"125339-84667,125339-84690,125339-15846,125339-228126,125339-171757,125339-14528,125339-228132,125339-58462,125339-84679"
79,1.7227,1,59800,340.27,471.77,Luka Doncic (LAL) | Shaedon Sharpe (POR) | Ajay Mitchell (OKC) | Jaden Ivey (DET) | Julian Champagnie (SAS) | Mikal Bridges (NYK) | Alex Sarr (WAS) | Jake LaRavia (LAL) | Paul Reed (DET),"125339-84669,125339-171804,125339-203808,125339-171780,125339-172098,125339-84670,125339-203764,125339-171757,125339-145329"
80,1.7226,1,59100,288.37,538.17,Jamal Murray (DEN) | Payton Pritchard (BOS) | RJ Barrett (TOR) | Vit Krejci (ATL) | Brandon Ingram (TOR) | Aaron Wiggins (OKC) | Alex Sarr (WAS) | Jake LaRavia (LAL) | Neemias Queta (BOS),"125339-66108,125339-145335,125339-110357,125339-145540,125339-66048,125339-157829,125339-203764,125339-171757,125339-157811"
81,1.7217,1,59800,289.01,536.18,De'Anthony Melton (GSW) | Tyrese Maxey (PHI) | Jaylen Brown (BOS) | Keyonte George (UTA) | Ace Bailey (UTA) | Ausar Thompson (DET) | Justin Champagnie (WAS) | Draymond Green (GSW) | Neemias Queta (BOS),"125339-84703,125339-145331,125339-67026,125339-188412,125339-228119,125339-188426,125339-158855,125339-15860,125339-157811"
82,1.7216,1,59200,300.71,521.12,De'Anthony Melton (GSW) | Dyson Daniels (ATL) | Collin Gillespie (PHX) | Devin Booker (PHX) | Jimmy Butler (GSW) | Kon Knueppel (CHA) | Jabari Smith (HOU) | Draymond Green (GSW) | Paul Reed (DET),"125339-84703,125339-171784,125339-171668,125339-58460,125339-14528,125339-228135,125339-171767,125339-15860,125339-145329"
83,1.7214,1,59300,296.18,526.67,Stephen Curry (GSW) | LaMelo Ball (CHA) | Mikal Bridges (NYK) | Jaden Ivey (DET) | VJ Edgecombe (PHI) | Royce O'Neale (PHX) | Bilal Coulibaly (WAS) | Brandon Ingram (TOR) | Steven Adams (HOU),"125339-9524,125339-145485,125339-84670,125339-171780,125339-228133,125339-18338,125339-188416,125339-66048,125339-23169"
85,1.7211,1,59300,300.72,520.41,Ryan Rollins (MIL) | Derrick White (BOS) | Ausar Thompson (DET) | Julian Champagnie (SAS) | Kevin Durant (HOU) | Bilal Coulibaly (WAS) | Noah Clowney (BKN) | Justin Champagnie (WAS) | Alex Sarr (WAS),"125339-171772,125339-49675,125339-188426,125339-172098,125339-9646,125339-188416,125339-188431,125339-158855,125339-203764"
84,1.7211,1,59500,321.57,493.76,Derrick White (BOS) | Kevin Porter Jr. (MIL) | Julian Champagnie (SAS) | Ajay Mitchell (OKC) | Ausar Thompson (DET) | Kevin Durant (HOU) | Derik Queen (NOP) | Noah Clowney (BKN) | Paul Reed (DET),"125339-49675,125339-110345,125339-172098,125339-203808,125339-188426,125339-9646,125339-228132,125339-188431,125339-145329"
86,1.7208,1,59600,305.37,514.07,Ryan Rollins (MIL) | Amen Thompson (HOU) | RJ Barrett (TOR) | Dillon Brooks (PHX) | Jalen Williams (OKC) | Terance Mann (BKN) | Keldon Johnson (SAS) | Scottie Barnes (TOR) | Paul Reed (DET),"125339-171772,125339-188405,125339-110357,125339-60233,125339-171760,125339-110315,125339-110347,125339-157822,125339-145329"
87,1.7207,1,59400,314.02,502.88,De'Aaron Fox (SAS) | Immanuel Quickley (TOR) | Ausar Thompson (DET) | Ajay Mitchell (OKC) | Jake LaRavia (LAL) | VJ Edgecombe (PHI) | Miles Bridges (CHA) | Alex Sarr (WAS) | Paul Reed (DET),"125339-80810,125339-145348,125339-188426,125339-203808,125339-171757,125339-228133,125339-84678,125339-203764,125339-145329"
88,1.7203,1,59900,290.54,532.55,De'Aaron Fox (SAS) | Keyonte George (UTA) | Luguentz Dort (OKC) | Immanuel Quickley (TOR) | OG Anunoby (NYK) | Jake LaRavia (LAL) | Chet Holmgren (OKC) | Kristaps Porzingis (ATL) | Mark Williams (PHX),"125339-80810,125339-188412,125339-111273,125339-145348,125339-68090,125339-171757,125339-171759,125339-63122,125339-171786"
90,1.7194,1,59300,293.3,527.78,De'Anthony Melton (GSW) | LaMelo Ball (CHA) | Jaylen Wells (MEM) | Tre Johnson (WAS) | Kyle Kuzma (MIL) | Scottie Barnes (TOR) | Jake LaRavia (LAL) | Jalen Johnson (ATL) | Mark Williams (PHX),"125339-84703,125339-145485,125339-203776,125339-228118,125339-58377,125339-157822,125339-171757,125339-157833,125339-171786"
89,1.7194,1,59500,297.44,522.51,Shaedon Sharpe (POR) | Devin Booker (PHX) | Tre Jones (CHI) | Stephon Castle (SAS) | Zaccharie Risacher (ATL) | Caris LeVert (DET) | Miles Bridges (CHA) | Karl-Anthony Towns (NYK) | Paul Reed (DET),"125339-171804,125339-58460,125339-145323,125339-203723,125339-203767,125339-23798,125339-84678,125339-58462,125339-145329"
91,1.7183,1,59700,296.4,522.5,Luka Doncic (LAL) | Jordan Clarkson (NYK) | Tre Johnson (WAS) | Cason Wallace (OKC) | Jaylen Wells (MEM) | Brandon Ingram (TOR) | Paolo Banchero (ORL) | OG Anunoby (NYK) | Mitchell Robinson (NYK),"125339-84669,125339-20640,125339-228118,125339-188415,125339-203776,125339-66048,125339-171770,125339-68090,125339-84709"
92,1.7177,1,59000,314.63,498.32,Amen Thompson (HOU) | Ajay Mitchell (OKC) | Payton Pritchard (BOS) | Jaylen Wells (MEM) | Dillon Brooks (PHX) | Jalen Johnson (ATL) | Spencer Jones (DEN) | Derik Queen (NOP) | Paul Reed (DET),"125339-188405,125339-203808,125339-145335,125339-203776,125339-60233,125339-157833,125339-207562,125339-228132,125339-145329"
94,1.7171,1,59100,297.8,519.13,Jalen Brunson (NYK) | De'Anthony Melton (GSW) | Duncan Robinson (DET) | Ausar Thompson (DET) | Jalen Johnson (ATL) | Jaylen Wells (MEM) | Jimmy Butler (GSW) | Matas Buzelis (CHI) | Wendell Carter Jr. (ORL),"125339-84690,125339-84703,125339-85137,125339-188426,125339-157833,125339-203776,125339-14528,125339-203761,125339-84676"
93,1.7171,1,60000,299.04,517.59,Nickeil Alexander-Walker (ATL) | Shaedon Sharpe (POR) | Dyson Daniels (ATL) | Ausar Thompson (DET) | Miles Bridges (CHA) | Matas Buzelis (CHI) | Jarred Vanderbilt (LAL) | Alex Sarr (WAS) | Santi Aldama (MEM),"125339-110356,125339-171804,125339-171784,125339-188426,125339-84678,125339-203761,125339-84721,125339-203764,125339-157844"
95,1.7164,1,59900,303.53,510.98,Bub Carrington (WAS) | De'Aaron Fox (SAS) | Ajay Mitchell (OKC) | Jeremiah Fears (NOP) | Jalen Johnson (ATL) | Peyton Watson (DEN) | Justin Champagnie (WAS) | Draymond Green (GSW) | Chet Holmgren (OKC),"125339-203721,125339-80810,125339-203808,125339-228131,125339-157833,125339-171761,125339-158855,125339-15860,125339-171759"
97,1.7162,1,59400,289.66,528.49,James Harden (LAC) | Jordan Clarkson (NYK) | Ajay Mitchell (OKC) | Kon Knueppel (CHA) | Peyton Watson (DEN) | Zaccharie Risacher (ATL) | Tari Eason (HOU) | Kawhi Leonard (LAC) | Jusuf Nurkic (UTA),"125339-9644,125339-20640,125339-203808,125339-228135,125339-171761,125339-203767,125339-171769,125339-14513,125339-55057"
96,1.7162,1,59200,339.62,464.49,Luka Doncic (LAL) | Jaden Ivey (DET) | Mikal Bridges (NYK) | Caris LeVert (DET) | Jimmy Butler (GSW) | Bilal Coulibaly (WAS) | Isaiah Stewart (DET) | Alex Sarr (WAS) | Paul Reed (DET),"125339-84669,125339-171780,125339-84670,125339-23798,125339-14528,125339-188416,125339-145307,125339-203764,125339-145329"
98,1.7159,1,60000,323.33,484.91,Kevin Porter Jr. (MIL) | De'Aaron Fox (SAS) | Derrick White (BOS) | Jaden Ivey (DET) | Keldon Johnson (SAS) | Miles Bridges (CHA) | Jalen Williams (OKC) | Bilal Coulibaly (WAS) | Paul Reed (DET),"125339-110345,125339-80810,125339-49675,125339-171780,125339-110347,125339-84678,125339-171760,125339-188416,125339-145329"
99,1.7154,1,59700,302.35,511.19,James Harden (LAC) | Derrick White (BOS) | Mikal Bridges (NYK) | Cason Wallace (OKC) | Vit Krejci (ATL) | Justin Champagnie (WAS) | Alex Sarr (WAS) | Michael Porter Jr. (BKN) | Mark Williams (PHX),"125339-9644,125339-49675,125339-84670,125339-188415,125339-145540,125339-158855,125339-203764,125339-84682,125339-171786"
100,1.7151,1,59300,315.98,493.34,Kevin Porter Jr. (MIL) | Shaedon Sharpe (POR) | Ajay Mitchell (OKC) | Cason Wallace (OKC) | Ausar Thompson (DET) | Bilal Coulibaly (WAS) | Jalen Williams (OKC) | Deni Avdija (POR) | Paul Reed (DET),"125339-110345,125339-171804,125339-203808,125339-188415,125339-188426,125339-188416,125339-171760,125339-145539,125339-145329"
101,1.7148,1,59300,299.95,513.56,LaMelo Ball (CHA) | Anfernee Simons (BOS) | Ajay Mitchell (OKC) | Kon Knueppel (CHA) | Jake LaRavia (LAL) | Desmond Bane (ORL) | Isaiah Stewart (DET) | Jalen Williams (OKC) | Deandre Ayton (LAL),"125339-145485,125339-84717,125339-203808,125339-228135,125339-171757,125339-145334,125339-145307,125339-171760,125339-84673"
102,1.7148,1,59100,332.51,471.76,Keyonte George (UTA) | Nickeil Alexander-Walker (ATL) | Jaden Ivey (DET) | Ausar Thompson (DET) | Jake LaRavia (LAL) | Bilal Coulibaly (WAS) | Derik Queen (NOP) | Jalen Johnson (ATL) | Paul Reed (DET),"125339-188412,125339-110356,125339-171780,125339-188426,125339-171757,125339-188416,125339-228132,125339-157833,125339-145329"
103,1.7141,1,59200,291.48,523.55,Jamal Murray (DEN) | De'Anthony Melton (GSW) | Immanuel Quickley (TOR) | Kevin Porter Jr. (MIL) | Tristan Da Silva (ORL) | Scottie Barnes (TOR) | Isaiah Stewart (DET) | Matas Buzelis (CHI) | Mitchell Robinson (NYK),"125339-66108,125339-84703,125339-145348,125339-110345,125339-203716,125339-157822,125339-145307,125339-203761,125339-84709"
104,1.7141,1,59900,301.85,510.25,Ajay Mitchell (OKC) | Ryan Rollins (MIL) | Caris LeVert (DET) | Kon Knueppel (CHA) | Mikal Bridges (NYK) | Scottie Barnes (TOR) | Jimmy Butler (GSW) | Derik Queen (NOP) | Neemias Queta (BOS),"125339-203808,125339-171772,125339-23798,125339-228135,125339-84670,125339-157822,125339-14528,125339-228132,125339-157811"
105,1.714,1,59100,300.89,511.34,Nickeil Alexander-Walker (ATL) | Kevin Porter Jr. (MIL) | Ajay Mitchell (OKC) | Tre Johnson (WAS) | Miles Bridges (CHA) | Aaron Wiggins (OKC) | Zion Williamson (NOP) | Isaiah Stewart (DET) | Nikola Vucevic (CHI),"125339-110356,125339-110345,125339-203808,125339-228118,125339-84678,125339-157829,125339-110310,125339-145307,125339-14514"
106,1.7137,1,59500,307.62,502.34,De'Anthony Melton (GSW) | Luka Doncic (LAL) | James Harden (LAC) | Jaden Ivey (DET) | Sam Hauser (BOS) | Ace Bailey (UTA) | Matas Buzelis (CHI) | Giannis Antetokounmpo (MIL) | Jarred Vanderbilt (LAL),"125339-84703,125339-84669,125339-9644,125339-171780,125339-158854,125339-228119,125339-203761,125339-40199,125339-84721"
107,1.7136,1,60000,293.53,520.25,Reed Sheppard (HOU) | Stephen Curry (GSW) | Ajay Mitchell (OKC) | Jordan Poole (NOP) | Jimmy Butler (GSW) | Jake LaRavia (LAL) | Scottie Barnes (TOR) | Sam Hauser (BOS) | Nikola Vucevic (CHI),"125339-203713,125339-9524,125339-203808,125339-110322,125339-14528,125339-171757,125339-157822,125339-158854,125339-14514"
108,1.7126,1,59900,326.97,476.13,Kevin Porter Jr. (MIL) | Immanuel Quickley (TOR) | Cason Wallace (OKC) | Nickeil Alexander-Walker (ATL) | Jalen Williams (OKC) | Bilal Coulibaly (WAS) | Alex Sarr (WAS) | Chet Holmgren (OKC) | Paul Reed (DET),"125339-110345,125339-145348,125339-188415,125339-110356,125339-171760,125339-188416,125339-203764,125339-171759,125339-145329"
109,1.7124,1,59500,291.12,521.87,LaMelo Ball (CHA) | De'Aaron Fox (SAS) | De'Anthony Melton (GSW) | Tre Johnson (WAS) | Marcus Smart (LAL) | Lauri Markkanen (UTA) | Draymond Green (GSW) | Chet Holmgren (OKC) | Isaiah Stewart (DET),"125339-145485,125339-80810,125339-84703,125339-228118,125339-23670,125339-80812,125339-15860,125339-171759,125339-145307"
110,1.7122,1,59700,319.65,485.02,Bub Carrington (WAS) | Dyson Daniels (ATL) | Tre Jones (CHI) | Jaylen Wells (MEM) | Lauri Markkanen (UTA) | Paul George (PHI) | Kristaps Porzingis (ATL) | Jalen Johnson (ATL) | Paul Reed (DET),"125339-203721,125339-171784,125339-145323,125339-203776,125339-80812,125339-12341,125339-63122,125339-157833,125339-145329"
111,1.7119,1,59600,329.55,471.9,Jalen Brunson (NYK) | Jaden Ivey (DET) | Derrick White (BOS) | Ajay Mitchell (OKC) | Jalen Johnson (ATL) | Luguentz Dort (OKC) | Noah Clowney (BKN) | Alex Sarr (WAS) | Paul Reed (DET),"125339-84690,125339-171780,125339-49675,125339-203808,125339-157833,125339-111273,125339-188431,125339-203764,125339-145329"
112,1.7115,1,59900,296.54,513.77,Collin Gillespie (PHX) | De'Aaron Fox (SAS) | Ace Bailey (UTA) | Marcus Smart (LAL) | Jalen Williams (OKC) | Kawhi Leonard (LAC) | Bilal Coulibaly (WAS) | Isaiah Stewart (DET) | Neemias Queta (BOS),"125339-171668,125339-80810,125339-228119,125339-23670,125339-171760,125339-14513,125339-188416,125339-145307,125339-157811"
113,1.7115,1,59400,325.77,476.23,Ajay Mitchell (OKC) | Keyonte George (UTA) | Jaden Ivey (DET) | Kevin Huerter (CHI) | Michael Porter Jr. (BKN) | Jalen Johnson (ATL) | Derik Queen (NOP) | Tristan Da Silva (ORL) | Paul Reed (DET),"125339-203808,125339-188412,125339-171780,125339-84704,125339-84682,125339-157833,125339-228132,125339-203716,125339-145329"
114,1.7112,1,59400,323.48,478.81,De'Anthony Melton (GSW) | Anthony Black (ORL) | Jaden Ivey (DET) | Dyson Daniels (ATL) | Justin Champagnie (WAS) | Ausar Thompson (DET) | Jalen Johnson (ATL) | Scottie Barnes (TOR) | Paul Reed (DET),"125339-84703,125339-188408,125339-171780,125339-171784,125339-158855,125339-188426,125339-157833,125339-157822,125339-145329"
115,1.7111,1,59900,303.03,504.93,Caleb Love (POR) | Daniss Jenkins (DET) | Dyson Daniels (ATL) | Ausar Thompson (DET) | Scottie Barnes (TOR) | Harrison Barnes (SAS) | Jalen Johnson (ATL) | Derik Queen (NOP) | Neemias Queta (BOS),"125339-228180,125339-203812,125339-171784,125339-188426,125339-157822,125339-15946,125339-157833,125339-228132,125339-157811"
116,1.7103,1,59200,298.77,509.33,Shaedon Sharpe (POR) | Jaden Ivey (DET) | Kevin Huerter (CHI) | Dyson Daniels (ATL) | Justin Champagnie (WAS) | Dillon Brooks (PHX) | Chet Holmgren (OKC) | Giannis Antetokounmpo (MIL) | Luka Garza (BOS),"125339-171804,125339-171780,125339-84704,125339-171784,125339-158855,125339-60233,125339-171759,125339-40199,125339-157807"
118,1.7101,1,59300,299.7,507.97,Tre Johnson (WAS) | Derrick White (BOS) | Jeremiah Fears (NOP) | Jaylen Brown (BOS) | Bilal Coulibaly (WAS) | Quentin Grimes (PHI) | Scottie Barnes (TOR) | Kyle Kuzma (MIL) | Paul Reed (DET),"125339-228118,125339-49675,125339-228131,125339-67026,125339-188416,125339-157826,125339-157822,125339-58377,125339-145329"
117,1.7101,1,59200,325.99,474.3,Ajay Mitchell (OKC) | Dyson Daniels (ATL) | Luguentz Dort (OKC) | Jaden Ivey (DET) | Miles Bridges (CHA) | Jalen Johnson (ATL) | Paul George (PHI) | Chet Holmgren (OKC) | Paul Reed (DET),"125339-203808,125339-171784,125339-111273,125339-171780,125339-84678,125339-157833,125339-12341,125339-171759,125339-145329"
119,1.7099,1,59900,309.04,495.74,LaMelo Ball (CHA) | Daniss Jenkins (DET) | Collin Sexton (CHA) | Ajay Mitchell (OKC) | Zaccharie Risacher (ATL) | Scottie Barnes (TOR) | Alex Sarr (WAS) | Jimmy Butler (GSW) | Jusuf Nurkic (UTA),"125339-145485,125339-203812,125339-84667,125339-203808,125339-203767,125339-157822,125339-203764,125339-14528,125339-55057"
120,1.7097,1,59600,292.52,516.69,Luka Doncic (LAL) | Anthony Black (ORL) | Cason Wallace (OKC) | Dillon Brooks (PHX) | Royce O'Neale (PHX) | Brice Sensabaugh (UTA) | Scottie Barnes (TOR) | Keldon Johnson (SAS) | Marvin Bagley III (WAS),"125339-84669,125339-188408,125339-188415,125339-60233,125339-18338,125339-188413,125339-157822,125339-110347,125339-84679"
121,1.7084,1,59100,322.28,476.83,Stephen Curry (GSW) | Ajay Mitchell (OKC) | Kevin Porter Jr. (MIL) | Cason Wallace (OKC) | Lauri Markkanen (UTA) | Julian Champagnie (SAS) | Isaiah Stewart (DET) | Alex Sarr (WAS) | Paul Reed (DET),"125339-9524,125339-203808,125339-110345,125339-188415,125339-80812,125339-172098,125339-145307,125339-203764,125339-145329"
122,1.7082,1,59300,295.28,511.26,Stephen Curry (GSW) | Luka Doncic (LAL) | Egor Demin (BKN) | Quentin Grimes (PHI) | Miles Bridges (CHA) | Bilal Coulibaly (WAS) | John Collins (LAC) | Aaron Wiggins (OKC) | Brook Lopez (LAC),"125339-9524,125339-84669,125339-228109,125339-157826,125339-84678,125339-188416,125339-66236,125339-157829,125339-9621"
123,1.7079,1,59000,291.39,515.86,Jamal Murray (DEN) | Collin Gillespie (PHX) | Moses Moody (GSW) | Jamal Shead (TOR) | Marcus Smart (LAL) | Jalen Williams (OKC) | Isaiah Stewart (DET) | Michael Porter Jr. (BKN) | Jusuf Nurkic (UTA),"125339-66108,125339-171668,125339-157802,125339-203798,125339-23670,125339-171760,125339-145307,125339-84682,125339-55057"
124,1.7079,1,59700,302.89,501.07,Payton Pritchard (BOS) | Immanuel Quickley (TOR) | Collin Sexton (CHA) | De'Anthony Melton (GSW) | RJ Barrett (TOR) | Lauri Markkanen (UTA) | Paolo Banchero (ORL) | Isaiah Stewart (DET) | Paul Reed (DET),"125339-145335,125339-145348,125339-84667,125339-84703,125339-110357,125339-80812,125339-171770,125339-145307,125339-145329"
125,1.7079,1,60000,322.6,475.8,Ryan Rollins (MIL) | Kevin Porter Jr. (MIL) | Egor Demin (BKN) | Tre Jones (CHI) | Jalen Johnson (ATL) | Jaylen Wells (MEM) | Bilal Coulibaly (WAS) | Derik Queen (NOP) | Paul Reed (DET),"125339-171772,125339-110345,125339-228109,125339-145323,125339-157833,125339-203776,125339-188416,125339-228132,125339-145329"
126,1.7075,1,59100,301.19,502.71,Anthony Black (ORL) | Jaden Ivey (DET) | Collin Sexton (CHA) | Rayan Rupert (POR) | Tari Eason (HOU) | VJ Edgecombe (PHI) | Paul George (PHI) | Jalen Johnson (ATL) | Derik Queen (NOP),"125339-188408,125339-171780,125339-84667,125339-188456,125339-171769,125339-228133,125339-12341,125339-157833,125339-228132"
127,1.7073,1,60000,299.35,504.88,Collin Sexton (CHA) | De'Anthony Melton (GSW) | Nickeil Alexander-Walker (ATL) | Marcus Smart (LAL) | Jalen Johnson (ATL) | Dillon Brooks (PHX) | Brandon Ingram (TOR) | Victor Wembanyama (SAS) | Brook Lopez (LAC),"125339-84667,125339-84703,125339-110356,125339-23670,125339-157833,125339-60233,125339-66048,125339-188414,125339-9621"
128,1.7069,1,59900,318.72,479.52,Jaden Ivey (DET) | Cason Wallace (OKC) | Keyonte George (UTA) | Derrick White (BOS) | Jimmy Butler (GSW) | Lauri Markkanen (UTA) | Santi Aldama (MEM) | Isaiah Stewart (DET) | Paul Reed (DET),"125339-171780,125339-188415,125339-188412,125339-49675,125339-14528,125339-80812,125339-157844,125339-145307,125339-145329"
130,1.7068,1,59800,323.93,472.71,Stephen Curry (GSW) | Ajay Mitchell (OKC) | Kon Knueppel (CHA) | Jaden Ivey (DET) | Scottie Barnes (TOR) | Jimmy Butler (GSW) | Isaiah Stewart (DET) | Matas Buzelis (CHI) | Paul Reed (DET),"125339-9524,125339-203808,125339-228135,125339-171780,125339-157822,125339-14528,125339-145307,125339-203761,125339-145329"
129,1.7068,1,59300,325.83,470.35,Tre Johnson (WAS) | Ajay Mitchell (OKC) | James Harden (LAC) | Ausar Thompson (DET) | Jalen Williams (OKC) | Jake LaRavia (LAL) | Alex Sarr (WAS) | Chet Holmgren (OKC) | Paul Reed (DET),"125339-228118,125339-203808,125339-9644,125339-188426,125339-171760,125339-171757,125339-203764,125339-171759,125339-145329"
131,1.7064,1,60000,308.82,491.59,Nickeil Alexander-Walker (ATL) | Ja Morant (MEM) | Tre Johnson (WAS) | Jaylen Wells (MEM) | Jaylen Brown (BOS) | Jimmy Butler (GSW) | Derik Queen (NOP) | Bilal Coulibaly (WAS) | Paul Reed (DET),"125339-110356,125339-110344,125339-228118,125339-203776,125339-67026,125339-14528,125339-228132,125339-188416,125339-145329"
132,1.7051,1,59600,293.63,509.43,Tyrese Maxey (PHI) | James Harden (LAC) | Jordan Poole (NOP) | Dillon Brooks (PHX) | Aaron Wiggins (OKC) | Jalen Williams (OKC) | Tolu Smith (DET) | OG Anunoby (NYK) | Isaiah Stewart (DET),"125339-145331,125339-9644,125339-110322,125339-60233,125339-157829,125339-171760,125339-213259,125339-68090,125339-145307"
133,1.7049,1,60000,298.3,503.18,LaMelo Ball (CHA) | Jaden Ivey (DET) | Anthony Black (ORL) | Derrick White (BOS) | Jaylen Wells (MEM) | Scottie Barnes (TOR) | Paul George (PHI) | Tari Eason (HOU) | Goga Bitadze (ORL),"125339-145485,125339-171780,125339-188408,125339-49675,125339-203776,125339-157822,125339-12341,125339-171769,125339-110359"
134,1.7044,1,60000,333.93,456.91,Kevin Porter Jr. (MIL) | Jalen Brunson (NYK) | Jaden Ivey (DET) | Ajay Mitchell (OKC) | Bilal Coulibaly (WAS) | Paul George (PHI) | Alex Sarr (WAS) | Chet Holmgren (OKC) | Paul Reed (DET),"125339-110345,125339-84690,125339-171780,125339-203808,125339-188416,125339-12341,125339-203764,125339-171759,125339-145329"
135,1.7043,1,59600,318.22,476.91,Stephen Curry (GSW) | Dyson Daniels (ATL) | Jaylen Wells (MEM) | Jaden Ivey (DET) | Kevin Durant (HOU) | Jalen Williams (OKC) | Jarred Vanderbilt (LAL) | Brandon Ingram (TOR) | Paul Reed (DET),"125339-9524,125339-171784,125339-203776,125339-171780,125339-9646,125339-171760,125339-84721,125339-66048,125339-145329"
136,1.7042,1,59400,314.96,480.93,Amen Thompson (HOU) | Nickeil Alexander-Walker (ATL) | Jaden Ivey (DET) | Dyson Daniels (ATL) | Vit Krejci (ATL) | Kevin Durant (HOU) | Zion Williamson (NOP) | Kristaps Porzingis (ATL) | Paul Reed (DET),"125339-188405,125339-110356,125339-171780,125339-171784,125339-145540,125339-9646,125339-110310,125339-63122,125339-145329"
137,1.7041,1,59900,319.81,474.65,Luka Doncic (LAL) | Bub Carrington (WAS) | Kevin Huerter (CHI) | Ajay Mitchell (OKC) | Vit Krejci (ATL) | Scottie Barnes (TOR) | Derik Queen (NOP) | Keldon Johnson (SAS) | Isaiah Stewart (DET),"125339-84669,125339-203721,125339-84704,125339-203808,125339-145540,125339-157822,125339-228132,125339-110347,125339-145307"
