FD_ID,FD_POS,FD_GAME,PLAYER_FULL,PLAYER,NAME_KEY,team,TEAM,OPPONENT,gameInfo,game_abbr,salary,SAL,minutes,WOWY_USG,USG,TEAM_IMPLIED_PTS,TEAM_MODEL_PTS_SUM,TEAM_PTS_SCALE,WOWY_PPM,BASE_PPM,poss_per_min,pace_scale_raw,pace_scale,poss_exp,WOWY_MINS_SAMPLE,BASE_PTS100,WOWY_PTS100,PTS100,BASE_REB100,WOWY_REB100,REB100,BASE_AST100,WOWY_AST100,AST100,BASE_STL100,WOWY_STL100,STL100,BASE_BLK100,WOWY_BLK100,BLK100,BASE_TOV100,WOWY_TOV100,TOV100,PTS,REB,AST,STL,BLK,TOV,OPP_DEF_RTG,DEF_MULT_MEAN,DEF_MULT_RAW,fd_mean,fd_sd,fd_var,value,own_pct
125062-16293,SG/SF,MIA@DET,Norman Powell,N. Powell,norman powell,Miami Heat,MIA,DET,MIA @ DET,MIA @ DET,7400.0,$7400,31.0,0.2834,0.2368394124847001,116.0,119.4441450000943,0.9775088758007231,2.133640552995392,2.2026431718061676,2.182944646683177,1.037280701754386,1.037280701754386,70.19411700507767,434.0,34.6,36.5,35.940713804574145,5.7,6.92,6.241869012827926,4.0,4.86,4.381973238550833,1.9,1.7,1.867816913199957,0.4,0.43,0.40482746302000644,2.8,3.35,3.006098864651597,23.97781299634124,4.381424838168121,3.0118147260531534,1.311097589492208,0.28416506306095085,2.0773402217333015,110.2,0.9723025971762247,0.9465835802684333,36.46169262714889,8.255583230283184,67.65246574850099,4.927255760425526,26.74487649996074
125062-80817,PF/C,MIA@DET,Bam Adebayo,B. Adebayo,bam adebayo,Miami Heat,MIA,DET,MIA @ DET,MIA @ DET,7600.0,$7600,32.0,0.2235,0.22088154613466335,116.0,119.4441450000943,0.9775088758007231,2.108910891089109,2.1645021645021645,2.1504437447255453,1.037280701754386,1.037280701754386,71.37964149159178,404.0,26.5,23.0,24.154759243226678,14.2,15.25,14.623873820240705,3.7,3.87,3.7686271899437336,1.5,1.51,1.5013976628798447,1.3,0.46,1.1825963180930519,2.8,3.76,3.123282788810582,16.386991588499075,10.438468705070562,2.6339974836241264,1.071692269126771,0.8441330121475848,2.194771568074364,110.2,0.9723025971762247,0.9465835802684333,36.41685453576864,8.54109736192989,72.92205637411587,4.791691386285348,26.49918772707572
125062-9714,SF/PF,BOS@SAC,DeMar DeRozan,D. DeRozan,demar derozan,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,7000.0,$7000,33.0,0.24359999999999998,0.2264155339805825,110.0,105.33859258555391,1.0345162935446943,2.0625,2.127659574468085,2.1094413780389374,1.006578947368421,1.006578947368421,70.06953630078023,448.0,26.2,32.36,30.50938970467469,4.9,5.23,5.044211214977884,5.3,5.95,5.584052393138255,2.0,2.67,2.1052142397268976,0.4,0.53,0.4204147032305921,1.5,2.27,1.7833229155121129,22.042811928797136,3.5344554083669557,3.975656518775815,1.475113855914633,0.2945826330939772,1.2565341779833028,114.2,0.9967055952588462,0.9936465051420605,36.300198486043726,8.273835921892045,68.26352820134856,5.185742640863389,27.32561953265369
125062-49675,PG/SG,BOS@SAC,Derrick White,D. White,derrick white,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,8100.0,$8100,31.0,0.2443,0.23088693652253908,119.5,120.12915040689965,0.9959149189374976,2.0071868583162216,2.028397565922921,2.0185516307308893,1.006578947368421,1.006578947368421,62.986778845767155,974.0,27.0,27.93,27.779954843933957,6.3,6.359999999999999,6.338043784407118,7.6,7.57,7.580978107796441,2.0,2.0,2.0,2.2,2.21,2.2029371085552767,2.8,2.71,2.7491383725934506,17.921637776104074,3.9921296216324023,4.812676636808551,1.259735576915343,1.3875591246770496,1.749854210945681,119.4,1.0284294927662543,1.0548283074777762,36.12323817110728,8.980408838468906,80.26280340798455,4.459659033470035,25.729371937018367
125062-9642,PG,BOS@SAC,Russell Westbrook,R. Westbrook,russell westbrook,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,7700.0,$7700,29.0,0.2547,0.22793907455012852,110.0,105.33859258555391,1.0345162935446943,2.0842696629213484,2.1459227467811157,2.131289656496116,1.006578947368421,1.006578947368421,62.214027670218854,356.0,23.4,25.61,24.83922923334877,10.8,11.61,11.11074577441404,11.3,9.57,10.636308407732978,2.3,1.86,2.2428148229770963,0.2,0.0,0.17400673771686195,5.4,4.58,5.139034393675537,15.93421471130714,6.912442450461623,6.723716099528063,1.3953454345587408,0.10825659995121364,3.2150291471787913,114.2,0.9967055952588462,0.9936465051420605,35.61049675750426,8.497063332524803,71.94853568383803,4.624739838636916,26.02276481376234
125062-110354,C,HOU@BKN,Nic Claxton,N. Claxton,nic claxton,Brooklyn Nets,BKN,HOU,HOU @ BKN,HOU @ BKN,6500.0,$6500,32.0,0.1777,0.21380241820768137,103.5,103.35480347616082,1.0010957718924083,1.9854368932038835,2.0491803278688527,2.04014428303309,0.9583333333333334,0.9583333333333334,62.56442467968143,206.0,21.9,19.8,20.854734296119275,12.5,13.96,12.86253695549117,6.9,5.87,6.644237627290477,1.3,0.23,1.221400001905193,2.1,2.33,2.1168953266932764,2.5,3.67,2.7323164398251287,12.873627081576423,8.047372245414461,4.13551050219091,0.764161884229602,1.324423382216711,1.7007816883059625,112.9,0.9887746208819942,0.9783510545581318,33.29871364039312,8.413604455547494,70.98217181422969,5.1228790215989415,27.17086255824308
125062-145335,PG/SG,BOS@SAC,Payton Pritchard,P. Pritchard,payton pritchard,Boston Celtics,BOS,SAC,BOS @ SAC,BOS @ SAC,6900.0,$6900,34.0,0.2066,0.21402725173210163,119.5,120.12915040689965,0.9959149189374976,2.02279792746114,2.0408163265306123,2.032950087342039,1.006578947368421,1.006578947368421,69.57504180495583,965.0,25.3,24.95,25.01195782128104,6.7,6.7,6.7,7.7,7.84,7.785090892553462,1.2,1.29,1.224398523722644,0.1,0.1,0.1,1.9,1.84,1.8677488588459061,17.75716718639539,4.661527800932041,5.4479940389332375,0.8518757847392916,0.06957504180495583,1.311965252296652,119.4,1.0284294927662543,1.0548283074777762,32.975378833249785,7.492302225632642,56.28240614584044,4.77904041061591,26.546594364470227
125062-188405,PG/SG,HOU@BKN,Amen Thompson,A. Thompson,amen thompson,Houston Rockets,HOU,BKN,HOU @ BKN,HOU @ BKN,8400.0,$8400,34.0,0.2022,0.21296612903225806,115.0,118.03602388156989,0.9799374923879127,2.0306122448979593,2.0491803278688527,2.042036699039787,0.9583333333333334,0.9583333333333334,66.53636244371306,784.0,23.6,23.18,23.26838836284008,9.8,10.24,10.044495326428938,7.1,7.1,7.1,1.7,1.79,1.720776714351099,0.7,0.64,0.6861488570992673,3.5,3.52,3.509679758724313,15.22074544900191,6.6832418160345775,4.677937421726893,1.1449422315076643,0.4565384904629633,2.3304305892181483,116.0,1.007686944396026,1.014824821335193,32.73155333752748,8.120057111651477,66.13986560093275,3.896613492562795,24.494433582043612
125062-12341,SF/PF,PHI@DAL,Paul George,P. George,paul george,Philadelphia 76ers,PHI,DAL,PHI @ DAL,PHI @ DAL,6800.0,$6800,31.0,0.237,0.22441517581739667,116.5,129.66498612499757,0.9208059979461298,2.0736342042755345,2.109704641350211,2.100149336813097,1.0109649122807018,1.0109649122807018,65.81849599209643,421.0,26.5,26.92,26.78718235583473,8.7,9.040000000000001,8.84241099115764,5.5,5.73,5.596336846959581,2.2,2.17,2.1955759177312055,0.7,0.69,0.6985253059104019,3.1,3.21,3.1385972826140267,16.07222591902723,5.819941923819785,3.5251841928289815,1.4450950474153479,0.45975885047441717,2.024921603854309,113.1,0.9899947707861252,0.980704200801813,32.03357260666943,8.195567518776901,67.03703238040542,4.710819500980799,26.288737936556785
125062-228133,SG/SF,PHI@DAL,VJ Edgecombe,V. Edgecombe,vj edgecombe,Philadelphia 76ers,PHI,DAL,PHI @ DAL,PHI @ DAL,6700.0,$6700,34.0,0.2118,0.21726059933407324,116.5,129.66498612499757,0.9208059979461298,2.043189368770764,2.079002079002079,2.0671723990382795,1.0109649122807018,1.0109649122807018,71.05451794413595,602.0,21.7,23.9,23.344376054991567,7.4,8.0,7.6979618759349115,5.4,5.77,5.583743156826529,1.8,2.09,1.8555165399785025,0.6,0.64,0.6076574537901382,2.3,2.2,2.257475289454976,15.094919605845991,5.469749702468916,3.793481664094881,1.3184283328554358,0.4317680745421934,1.5716413135701117,113.1,0.9899947707861252,0.980704200801813,31.02778965357379,7.946616987457836,63.22490585515449,4.631013381130416,26.229989236498792
125062-228166,C,BOS@SAC,Maxime Raynaud,M. Raynaud,maxime raynaud,Sacramento Kings,SAC,BOS,BOS @ SAC,BOS @ SAC,6000.0,$6000,30.0,0.1924,0.21474817813765182,110.0,105.33859258555391,1.0345162935446943,2.024822695035461,2.11864406779661,2.101258173313912,1.006578947368421,1.006578947368421,63.45246720730827,282.0,22.6,23.47,23.102096513640074,13.3,13.66,13.412563183484172,2.2,1.58,2.0061411839994827,0.9,1.18,0.9275612728861409,1.3,1.18,1.2881880259059397,2.3,2.8,2.4271960918406874,15.081785107825905,8.510602255659796,1.2918649884951396,0.5885605125057697,0.8173870847064382,1.5478568644763633,114.2,0.9967055952588462,0.9936465051420605,29.90229122452063,7.515177951665806,56.608635401808066,4.983715204086772,26.824287062976044
125062-110352,SF/PF,PHI@DAL,P.J. Washington,P. Washington,p j washington,Dallas Mavericks,DAL,PHI,PHI @ DAL,PHI @ DAL,7300.0,$7300,29.0,0.2163,0.2184501210653753,114.0,118.19434479316729,0.9723202582628165,2.1121387283236994,2.1598272138228944,2.139961872280209,1.0109649122807018,1.0109649122807018,62.73936462832043,865.0,22.3,23.37,23.167498725248016,11.2,11.5,11.376440113721785,2.8,2.85,2.8294066856202975,1.5,1.4,1.474476057858684,2.1,2.1,2.1,3.4,3.56,3.482741865641496,14.000738927837617,7.137506244670422,1.7446588705740362,0.9250769102972446,1.317526657194729,2.16501208133462,113.3,0.9912149206902563,0.9830573470454943,29.74553334844448,8.220095320052552,67.61606976727056,4.074730595677326,24.72223468709778
